ID,disbursed_value,asset_cost,Loan to Value,branch_id,supplier_id,manufacturer_id,pincode,DOB,Emp_Type,DisbursalDate,Region_ID,Employee_code_ID,MobileNo_Avl_Flag,id1_flag,id2_flag,id3_flag,id4_flag,id5_flag,Bureau_Score,Score_Category,primary_accs,active_accs,overdue_accs,total_balance_outstanding,total_sanctioned_amount,total_disbursed_amount,secondary_accs,secondary_active_accs,secondary_overdue_accs,secondary_total_balance_outstanding,secondary_total_sanctioned_amount,secondary_total_disbursed_amount,primary_emi,seconday_emi,loans_6months,loabs_default_6months,acvg_loan_tenure,credit_hist_length,inquiries,default
534699,42014,72666,60.55,120,18643,86,6910,1/1/80,Self employed,25/9/18,12,69,1,1,0,0,0,0,710,D-Very Low Risk,6,2,0,71786,105000,105000,0,0,0,0,0,0,14847,0,1,0,0yrs 9mon,1yrs 1mon,1,0
555477,61167,112296,56.99,120,18643,86,6926,1/1/89,Salaried,3/10/18,12,69,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
553046,54078,79053,69.57,120,18643,86,6948,1/1/81,Self employed,30/9/18,12,69,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
578691,55843,82948,70.53,120,18643,86,6921,1/1/97,Self employed,15/10/18,12,69,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
575152,50778,69206,74.7,120,18643,86,6916,1/1/92,Self employed,13/10/18,12,69,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
491559,50303,81811,63.56,120,18643,86,6944,1/1/83,Salaried,5/9/18,12,69,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
471178,36275,73159,51.94,120,18643,86,6946,1/1/94,Self employed,29/8/18,12,69,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
636188,40054,57581,72.94,120,22934,48,6910,1/1/91,Self employed,29/10/18,12,69,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
539154,46869,70962,69.05,120,18643,86,6910,1/1/85,Self employed,26/9/18,12,69,1,1,0,0,0,0,738,C-Very Low Risk,4,2,0,30175,65206,65206,0,0,0,0,0,0,8302,0,1,0,0yrs 11mon,1yrs 6mon,2,0
563422,97899,190782,52.42,120,22934,48,6907,1/2/68,Self employed,8/10/18,12,69,1,1,0,0,0,0,559,J-High Risk,8,4,0,2679224,5580000,5580000,0,0,0,0,0,0,12560,0,0,1,7yrs 1mon,17yrs 9mon,0,0
417762,50733,70799,75.57,120,18643,86,6915,1/1/84,Self employed,1/8/18,12,69,1,1,0,0,0,0,825,A-Very Low Risk,12,2,0,135069,180000,180000,0,0,0,0,0,0,28360,0,1,0,1yrs 1mon,2yrs 0mon,0,0
469528,35973,70755,54.13,120,18643,86,6914,11/4/84,,28/8/18,12,69,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
521746,51233,80718,66.28,120,18643,86,6946,1/1/77,Salaried,20/9/18,12,69,1,1,0,0,0,0,707,D-Very Low Risk,2,1,0,635283,680000,680000,0,0,0,0,0,0,16071,0,0,0,0yrs 9mon,1yrs 0mon,0,0
607378,59963,84168,74.26,120,18643,86,6910,1/1/89,Salaried,23/10/18,12,69,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
547889,47547,68825,72.5,120,18643,86,6909,22/3/96,,29/9/18,12,69,1,1,0,0,0,0,825,A-Very Low Risk,3,1,0,8018,20000,20000,0,0,0,0,0,0,5639,0,0,0,0yrs 11mon,1yrs 1mon,1,0
556632,48349,68087,71.97,120,18643,86,6910,1/1/78,Salaried,4/10/18,12,69,1,1,0,0,0,0,832,A-Very Low Risk,7,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,1yrs 2mon,2yrs 0mon,0,0
615379,49538,74886,69.44,120,23020,49,6946,1/1/96,Self employed,24/10/18,12,69,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
422304,40534,69662,61.73,120,18643,86,6927,1/1/74,Self employed,5/8/18,12,69,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
494096,61147,81818,77.24,120,18643,86,6922,1/1/95,Self employed,7/9/18,12,69,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
460260,43849,75415,60.33,120,18643,86,6948,1/1/88,Self employed,24/8/18,12,69,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
608192,44705,67234,69.91,120,18643,86,6907,1/1/77,Salaried,23/10/18,12,69,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
497793,47891,72666,69.63,120,18643,86,6910,28/4/87,Salaried,10/9/18,12,69,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
444074,48603,63171,79.63,120,18643,86,6914,1/1/61,Self employed,17/8/18,12,69,1,1,0,0,0,0,836,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2yrs 1mon,2yrs 1mon,0,0
515025,39564,68825,60.3,120,18643,86,6922,6/5/76,Salaried,18/9/18,12,69,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
475385,54363,72600,79.2,120,18643,86,6915,2/1/77,Salaried,30/8/18,12,69,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,2,2,0,664989,700000,700000,0,0,0,0,0,0,0,0,0,0,0yrs 8mon,0yrs 9mon,0,0
487586,52893,83771,66.85,120,22934,48,6910,1/1/95,Self employed,3/9/18,12,69,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
470824,55013,78048,73.03,120,18643,86,6945,1/1/90,Salaried,28/8/18,12,69,1,1,0,0,0,0,598,I-Medium Risk,1,1,1,39289,52000,52000,0,0,0,0,0,0,0,0,0,0,1yrs 1mon,1yrs 1mon,0,0
649792,53513,83542,66.43,120,23033,49,6919,23/11/92,Salaried,31/10/18,12,69,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
499166,52803,72172,75.51,120,18643,86,6910,1/1/99,,11/9/18,12,69,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
488341,71817,115365,64.14,120,22934,48,6910,30/9/98,,4/9/18,12,69,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
578781,52803,92596,58.86,120,22934,48,6922,1/1/91,Salaried,15/10/18,12,69,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
428907,47568,65562,77.03,120,18643,86,6949,1/1/97,Salaried,9/8/18,12,69,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
510343,48293,67505,74.81,120,18643,86,6910,1/1/83,Self employed,16/9/18,12,69,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
454724,53859,83771,66.37,120,22934,48,6910,1/1/84,Self employed,22/8/18,12,69,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
500446,49538,68825,75.55,120,18643,86,6909,9/8/95,Self employed,11/9/18,12,69,1,0,0,1,0,0,825,A-Very Low Risk,13,3,0,137338,168000,168000,0,0,0,0,0,0,25559,0,2,0,0yrs 11mon,1yrs 6mon,2,1
519899,48558,67725,75.3,120,18643,86,6921,1/1/00,,19/9/18,12,69,1,1,0,0,0,0,832,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0yrs 4mon,0yrs 4mon,0,0
546248,51078,59612,88.91,1,17916,86,4943,9/1/73,Self employed,28/9/18,3,86,1,1,1,0,0,0,599,I-Medium Risk,6,2,0,16314,45301,45301,0,0,0,0,0,0,8777,0,1,1,0yrs 10mon,1yrs 8mon,2,1
508763,59213,91089,66.97,1,15804,48,5002,24/2/89,Self employed,15/9/18,3,86,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
627104,75751,98695,79.03,1,18310,86,5002,5/6/91,Self employed,26/10/18,3,86,1,1,1,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 10mon,0yrs 10mon,0,0
560026,66882,76950,89.67,1,18310,86,4946,26/9/80,Self employed,6/10/18,3,86,1,0,1,1,0,0,738,C-Very Low Risk,2,1,0,6215,13990,13990,0,0,0,0,0,0,1027,0,1,0,0yrs 5mon,0yrs 7mon,0,1
428127,63882,90123,73.23,1,18310,86,5002,23/10/94,,8/8/18,3,86,1,1,1,0,0,0,825,A-Very Low Risk,20,1,0,70177,100000,100000,0,0,0,0,0,0,32910,0,0,0,0yrs 11mon,2yrs 0mon,0,1
641810,60428,73507,85,1,18310,86,4924,2/10/91,Salaried,30/10/18,3,86,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
562991,66882,106828,64.59,1,16763,51,4943,3/8/96,Self employed,8/10/18,3,86,1,1,1,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,7301,8689,8689,0,0,0,0,0,0,1536,0,1,0,0yrs 1mon,0yrs 1mon,2,0
464536,58973,91122,68.04,1,15804,48,5009,2/12/81,Self employed,25/8/18,3,86,1,0,0,0,0,1,16,Not Scored: No Activity seen on the customer (Inactive),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1yrs 11mon,1yrs 11mon,0,0
465040,53303,98090,56.07,1,22173,49,5051,9/1/81,Self employed,25/8/18,3,86,1,1,1,0,0,0,615,H-Medium Risk,4,0,0,0,0,0,0,0,0,0,0,0,38,0,0,1,0yrs 10mon,2yrs 1mon,0,0
565240,51078,75725,69.99,1,18310,86,4980,15/4/98,,9/10/18,3,86,1,1,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
639795,54924,67671,84.1,1,18310,86,4946,1/1/96,,30/10/18,3,86,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
537335,42394,66954,65.72,1,18310,86,4943,4/9/94,Salaried,26/9/18,3,86,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
566075,53303,73947,74.38,1,18310,86,4943,9/11/98,,9/10/18,3,86,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
623823,62213,76321,83.86,1,18310,86,4943,18/2/98,,26/10/18,3,86,1,1,1,0,0,0,825,A-Very Low Risk,6,1,0,18652,20000,20000,0,0,0,0,0,0,9100,0,1,0,0yrs 10mon,1yrs 1mon,1,0
649771,81686,108425,77.47,1,18310,86,4924,24/8/96,Salaried,31/10/18,3,86,1,1,1,0,0,0,738,C-Very Low Risk,1,1,0,6517,11406,11406,0,0,0,0,0,0,1716,0,1,0,0yrs 3mon,0yrs 3mon,1,1
627051,46145,69623,68.94,1,18310,86,4946,12/2/80,Self employed,26/10/18,3,86,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
642378,54013,109778,51.01,1,21795,51,5053,2/7/93,Self employed,30/10/18,3,86,1,1,1,0,0,0,706,D-Very Low Risk,1,1,0,989,6935,6935,0,0,0,0,0,0,991,0,0,1,0yrs 6mon,0yrs 6mon,0,0
627015,46349,69623,68.94,1,18310,86,5007,6/1/71,Self employed,26/10/18,3,86,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
620377,57259,70123,84.14,1,18310,86,5002,31/8/86,,25/10/18,3,86,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
551640,59947,86823,71.41,1,17916,86,4944,4/11/81,Salaried,30/9/18,3,86,1,1,1,0,0,0,729,D-Very Low Risk,28,16,0,1451016,2399861,2566447,0,0,0,0,0,0,17287,0,1,0,4yrs 7mon,11yrs 0mon,4,0
571614,39894,71841,57.77,1,18310,86,4946,16/6/76,Salaried,12/10/18,3,86,1,0,0,1,0,0,828,A-Very Low Risk,3,2,0,421826,515000,490000,0,0,0,0,0,0,12797,0,0,0,5yrs 1mon,7yrs 2mon,0,0
445857,28529,40582,73.92,1,15804,48,4943,5/12/85,Salaried,17/8/18,3,86,1,1,1,0,0,0,650,G-Low Risk,6,5,0,2082938,2200725,2179109,0,0,0,0,0,0,826,0,1,0,0yrs 9mon,1yrs 1mon,0,0
568969,67169,104064,66.31,1,16763,51,4946,7/1/94,,11/10/18,3,86,1,1,1,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,20000,20000,22099,0,0,0,0,0,0,1000,0,1,0,0yrs 1mon,0yrs 1mon,0,0
539234,72617,103075,72.57,1,16244,49,5083,1/1/87,Self employed,26/9/18,3,565,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
575301,43094,79098,55.25,1,16244,86,5083,16/9/89,Self employed,13/10/18,3,565,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
612967,24274,74712,33.06,1,16244,45,5083,28/3/74,Self employed,24/10/18,3,565,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
620022,74123,111494,67.27,1,16244,51,5091,12/9/91,Self employed,25/10/18,3,565,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
585791,100778,158535,66.23,1,16244,49,5114,27/4/91,Self employed,17/10/18,3,565,1,0,0,1,0,0,533,J-High Risk,6,5,0,86636,184676,196490,0,0,0,0,0,0,0,0,0,1,1yrs 10mon,3yrs 2mon,0,0
605203,58013,72743,81.11,1,16244,45,5091,10/7/92,Self employed,23/10/18,3,565,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,9891,10990,10990,0,0,0,0,0,0,0,0,1,0,0yrs 2mon,0yrs 2mon,0,0
634640,62713,72743,87.29,1,16244,45,5091,1/1/85,Self employed,28/10/18,3,565,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
570039,62213,78398,81.63,1,16244,86,5099,12/2/90,Self employed,11/10/18,3,565,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
565772,92353,158535,60.81,1,16244,49,5091,18/7/94,Self employed,9/10/18,3,565,1,0,0,1,0,0,810,A-Very Low Risk,1,1,0,1493,25000,1493,0,0,0,0,0,0,0,0,0,0,0yrs 9mon,0yrs 9mon,0,0
597862,45749,72743,63.79,1,16244,45,5088,1/1/88,Self employed,22/10/18,3,565,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
569650,57713,74712,79.91,1,16244,45,5083,1/1/64,Self employed,11/10/18,3,565,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
567725,54013,83920,66.73,1,16244,86,5099,1/1/87,Self employed,10/10/18,3,565,1,1,0,0,0,0,738,C-Very Low Risk,1,1,0,8994,14990,14990,0,0,0,0,0,0,0,0,1,0,0yrs 4mon,0yrs 4mon,0,0
567984,23374,51538,48.12,1,16244,51,5083,1/1/67,Self employed,10/10/18,3,565,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
614181,64469,76535,85.32,1,16244,86,5099,1/1/89,Self employed,24/10/18,3,565,1,0,0,1,0,0,589,I-Medium Risk,3,2,0,170822,755000,755000,0,0,0,0,0,0,21852,0,0,0,2yrs 5mon,4yrs 10mon,0,0
601790,46349,72743,65.99,1,16244,45,5083,1/1/62,Self employed,22/10/18,3,565,1,1,0,0,0,0,432,K-High Risk,2,2,1,23047,71000,71000,0,0,0,0,0,0,0,0,0,0,3yrs 9mon,5yrs 7mon,0,1
422090,51103,68719,76.83,1,16244,86,5104,29/1/93,Self employed,4/8/18,3,565,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
510305,42394,69238,63.55,1,16244,45,5104,1/1/90,Self employed,16/9/18,3,565,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
648416,46749,72743,65.16,1,16244,45,5099,1/1/57,Self employed,31/10/18,3,565,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
641797,48349,83920,58.39,1,16244,86,5099,29/2/96,Self employed,30/10/18,3,565,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
539508,77751,125312,63.84,1,16244,48,5091,29/11/96,Self employed,26/9/18,3,565,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
562548,51103,79036,66.81,1,16244,86,5093,18/9/94,Self employed,8/10/18,3,565,1,0,0,1,0,0,18,Not Scored: No Updates available in last 36 months,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1yrs 0mon,1yrs 0mon,0,0
513115,45145,72763,64.59,1,16244,45,5099,12/1/96,Self employed,17/9/18,3,565,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
513573,55013,72763,78.34,1,16244,45,5096,1/1/89,Self employed,17/9/18,3,565,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
449568,71817,104158,71.05,1,16244,48,4928,22/5/97,Self employed,20/8/18,3,565,1,0,0,1,0,0,15,Not Scored: Sufficient History Not Available,2,2,0,12229,18349,18349,0,0,0,0,0,0,0,0,2,0,0yrs 0mon,0yrs 0mon,1,0
564693,49078,76363,66.79,1,16244,45,5099,1/1/85,Self employed,9/10/18,3,565,1,1,0,0,0,0,738,C-Very Low Risk,1,1,0,4020,13400,13400,0,0,0,0,0,0,0,0,1,0,0yrs 5mon,0yrs 5mon,0,0
576295,58947,76363,79.88,1,16244,45,5091,1/1/92,Self employed,13/10/18,3,565,1,0,0,1,0,0,787,B-Very Low Risk,2,1,0,1216458,1500000,1500000,0,0,0,0,0,0,0,0,0,0,0yrs 10mon,1yrs 2mon,1,1
515589,55259,72763,78.34,1,16244,45,5099,1/1/78,Self employed,18/9/18,3,565,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
598615,45349,72446,64.88,1,16244,86,5083,1/1/89,Self employed,22/10/18,3,565,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
634776,26329,72743,36.84,1,16244,45,5114,1/1/86,Self employed,28/10/18,3,565,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
422165,50103,77395,66.93,1,16244,86,5038,4/3/94,Self employed,4/8/18,3,565,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
518192,50303,87471,59.45,1,16244,48,5104,1/1/90,Self employed,19/9/18,3,565,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
621179,47749,83920,57.67,1,16244,86,5083,2/3/94,Self employed,25/10/18,3,565,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
634808,57013,78802,73.6,1,16244,45,5099,4/10/89,Self employed,28/10/18,3,565,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
643571,56559,72743,78.77,1,16244,45,5104,1/1/80,Self employed,30/10/18,3,565,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
514284,52078,59103,89.67,48,15907,45,6312,1/1/83,Self employed,18/9/18,5,444,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
641724,76251,90768,85.93,48,15907,45,6277,1/1/62,Self employed,30/10/18,5,444,1,1,0,0,0,0,819,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,17388,0,0,0,1yrs 9mon,1yrs 9mon,0,1
639611,50078,66512,76.68,20,18111,86,6461,5/3/92,Salaried,30/10/18,5,444,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
488413,54078,81653,67.36,48,14004,86,6161,1/7/86,Self employed,4/9/18,5,444,1,1,0,0,0,0,300,M-Very High Risk,7,1,2,335868,806000,806000,0,0,0,0,0,0,0,0,0,0,0yrs 11mon,3yrs 7mon,0,0
419061,23574,62616,39.13,48,15905,86,6260,21/4/91,Salaried,1/8/18,5,444,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
492641,37894,60385,64.59,48,15907,45,6266,1/1/82,Salaried,6/9/18,5,444,1,1,0,0,0,0,825,A-Very Low Risk,2,1,0,30779,35000,35000,0,0,0,0,0,0,3440,0,1,0,1yrs 0mon,1yrs 7mon,2,0
651402,24074,58797,41.67,48,15907,45,6311,8/9/97,Salaried,31/10/18,5,444,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
645794,34939,63465,55.94,48,15907,45,6337,5/6/93,Salaried,31/10/18,5,444,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
641369,45145,63465,72.48,48,15907,45,6286,4/2/88,Salaried,30/10/18,5,444,1,1,0,0,0,0,710,D-Very Low Risk,3,2,0,24570,26680,26680,0,0,0,0,0,0,0,0,2,0,0yrs 5mon,1yrs 3mon,0,1
417763,60447,69712,88.94,48,15907,45,6259,21/6/76,Self employed,1/8/18,5,444,1,0,0,0,1,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
452541,86120,110800,79.42,48,18265,48,6270,1/1/79,Self employed,21/8/18,5,444,1,1,0,0,0,0,679,F-Low Risk,24,6,0,61931,120733,120733,0,0,0,0,0,0,29128,0,2,0,1yrs 1mon,2yrs 10mon,0,0
639346,56513,65588,88.43,48,15907,45,6260,10/12/65,Self employed,30/10/18,5,444,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
450401,68682,87507,79.77,48,15907,45,6285,1/1/96,Salaried,20/8/18,5,444,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
552734,69594,94844,74.86,48,22809,48,6311,15/5/90,Salaried,30/9/18,5,444,1,1,0,0,0,0,14,Not Scored: Only a Guarantor,1,1,0,194680,190000,190000,0,0,0,0,0,0,0,0,0,0,1yrs 5mon,1yrs 5mon,0,1
443814,63750,84250,78.34,48,18265,48,6261,6/5/86,Salaried,17/8/18,5,444,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
436036,52078,67124,79.7,48,15907,45,6259,20/3/90,Salaried,13/8/18,5,444,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,1
635628,90500,117700,78.59,48,18265,48,6258,12/6/92,Salaried,29/10/18,5,444,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,2,0
453869,52578,76476,70.61,48,22521,51,6294,6/10/77,Self employed,21/8/18,5,444,1,1,0,0,0,0,596,I-Medium Risk,5,4,0,65321,326448,182631,0,0,0,0,0,0,0,0,0,1,1yrs 8mon,3yrs 2mon,0,0
